layer,tree_guid,parent_tree_guid,children_count,node_object_guid,node_object_id,node_structure_element_guid,node_structure_element_name,object_structure_element_guid,object_structure_element_name,resolved_structure_element_name
3,347881db-9d0d-4ede-b428-b5f056d4c881,889eabfb-3647-485f-b6e9-44f1bf30489c,0,9c0cf3ec-0cb1-4c0d-93a6-00eddd0422a8,70376,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,1512bfa4-fb31-4589-ba18-8cded1175517,889eabfb-3647-485f-b6e9-44f1bf30489c,0,df58e630-b383-4304-9a66-021718b1e418,114979,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,bcb3abcd-a9e8-41c3-a0e7-00fa33f44c20,889eabfb-3647-485f-b6e9-44f1bf30489c,0,dc3308d4-6b03-40ac-9f28-15e2039d2897,80095,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,aef34797-a3e0-4af1-bb3c-f2b7d55bda3e,889eabfb-3647-485f-b6e9-44f1bf30489c,4,db36c21f-ed18-4006-83bb-2719c0a9fe17,00-02,fab5a80b-92df-43e9-ac3a-b12ee3f4bf58,,,Stufe 2,Stufe 2
3,738c8ebf-e5fc-4a06-9fd0-efd990a764ce,889eabfb-3647-485f-b6e9-44f1bf30489c,0,c32327f3-44f1-40c7-b592-2c6041350f3b,80093,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,9381760a-11a6-4c12-94a8-4f4edb82ff23,889eabfb-3647-485f-b6e9-44f1bf30489c,8,9fd3c57d-6efc-404c-9688-2c783c0398a6,06-04-12,9d65fe92-c065-4292-8574-0138f3b6c6fb,,,Stufe 3,Stufe 3
3,448ef8b1-7918-4ac9-b18b-d8ae56cffefd,889eabfb-3647-485f-b6e9-44f1bf30489c,0,a30f048c-6241-4a9a-9844-2ddac320db73,119904,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,b6da47b9-684f-4cc8-b622-eccfa9ce1bdf,889eabfb-3647-485f-b6e9-44f1bf30489c,0,8453df65-e43c-4942-bf51-3549e3aeb055,57148,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,3132de2f-8921-44d1-b633-b5ff8512cbd3,889eabfb-3647-485f-b6e9-44f1bf30489c,0,40749fc5-bbbc-44d5-859b-356c62d697a0,103561,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,91224c65-dbe6-4200-9f03-8e524181cc3c,889eabfb-3647-485f-b6e9-44f1bf30489c,191,c2ebaa64-23c8-447b-9e5b-45846dd6ecd1,D-06-03,fab5a80b-92df-43e9-ac3a-b12ee3f4bf58,,,Stufe 2,Stufe 2
3,63ef9022-0f7b-4223-a386-4350ec45e8bd,889eabfb-3647-485f-b6e9-44f1bf30489c,0,fc2c3eb2-25f2-4c71-b8d8-4c760d47f4bc,119475,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,c9aea731-1410-43f1-9831-90e8af97d20f,889eabfb-3647-485f-b6e9-44f1bf30489c,0,4fc5ee06-d545-44c2-8d01-57e22b5aaa11,119903,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,fa0b8b33-c8f7-484b-b807-d4b50cd169bb,889eabfb-3647-485f-b6e9-44f1bf30489c,0,cd16a49e-c688-41dd-af56-5e2b8e59bd77,114306,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,b0d564a4-1663-4818-890a-bb0bca44be38,889eabfb-3647-485f-b6e9-44f1bf30489c,0,c0bf05de-cd75-4f4a-9916-64f3334206d0,62365,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,e2169bfd-5183-4dcf-9219-d9d630334d59,889eabfb-3647-485f-b6e9-44f1bf30489c,0,b4ea6289-5588-4e96-be2e-6c906447b9d9,103509,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,09ab3382-2b30-4f90-9b22-c7fe05232fae,889eabfb-3647-485f-b6e9-44f1bf30489c,0,fc2008a7-6bd9-4903-b291-7512669ed605,119476,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,b511ad26-7c60-44d6-bd6b-563fc0bc6e58,889eabfb-3647-485f-b6e9-44f1bf30489c,0,2d5fd42d-ad5f-4d26-9a2e-76b3af82915e,103562,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,0e0a5c30-1440-4eb2-975e-a062f5d94443,889eabfb-3647-485f-b6e9-44f1bf30489c,0,70b67105-dbee-4fe3-bac5-83f79aafeb70,120219,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,42ceb561-bca2-4383-8c34-7848a845e498,889eabfb-3647-485f-b6e9-44f1bf30489c,3,a6f9e041-2f4f-4241-85fc-85ec7dbd1374,00-01,fab5a80b-92df-43e9-ac3a-b12ee3f4bf58,,,Stufe 2,Stufe 2
3,6d596949-3b2d-42ba-8a09-e7c4367399c0,889eabfb-3647-485f-b6e9-44f1bf30489c,1,7b74ca6a-097c-402b-aa01-9373a424f2c7,06-04-11,9d65fe92-c065-4292-8574-0138f3b6c6fb,,,Stufe 3,Stufe 3
3,e8f19e13-a825-4a7b-94d0-9b0a1262817c,889eabfb-3647-485f-b6e9-44f1bf30489c,0,003f44bb-c636-45f3-833e-93809e0aa5ce,118428,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,5ca9cb27-e91c-4b59-81d0-e86aa2ab9c95,889eabfb-3647-485f-b6e9-44f1bf30489c,0,52cc1321-36e4-4b52-af2c-94ba945ada1e,100578,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,74c0cdb5-1fea-4eec-9036-cb405723c829,889eabfb-3647-485f-b6e9-44f1bf30489c,0,c04fe1c7-e4a1-4eeb-b8d0-9a43fd07c93d,100037,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,0062efad-4044-4841-a976-4aa078e5604f,889eabfb-3647-485f-b6e9-44f1bf30489c,0,f3a6318d-f8a6-41d1-a066-9b2dc3e689f7,62281,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,f2e7afa6-5143-4bd4-8529-ae37837c3f7c,889eabfb-3647-485f-b6e9-44f1bf30489c,0,4a333143-135d-41fa-a963-9ff5a2ac7fa7,100018,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,cf934bb9-dd53-4f85-ba57-f0be3a77ed07,889eabfb-3647-485f-b6e9-44f1bf30489c,0,43db3a58-5f36-4708-97aa-a2b10d90e166,18009,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,28630e96-b3ec-464f-9c0c-dfbf08f4aa92,889eabfb-3647-485f-b6e9-44f1bf30489c,0,e4bc75f1-9d2c-4b4f-9611-ab3c117e8a38,118429,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,911eb3cc-b9bd-4b67-b8df-ce42c807bf77,889eabfb-3647-485f-b6e9-44f1bf30489c,162,598753b8-725c-4a12-a112-b2d68ebd8e44,D-06-02,fab5a80b-92df-43e9-ac3a-b12ee3f4bf58,,,Stufe 2,Stufe 2
3,43d53568-6364-421d-bdcf-6def47c26c4c,889eabfb-3647-485f-b6e9-44f1bf30489c,0,cc68f197-0e8e-4eaf-a418-b73d13dc69f6,119789,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,fd5833e7-db78-413c-b195-315ef9af84a4,889eabfb-3647-485f-b6e9-44f1bf30489c,0,ba9c9aeb-55e7-4c55-a187-d2d296318b8a,116824,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,661bad3c-4f2c-4d25-9373-433b87baaf1a,889eabfb-3647-485f-b6e9-44f1bf30489c,0,ee1a1f2e-93eb-4742-8dbb-d74437b1c5ec,62698,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,b62bc00f-9c1f-40af-9d2e-154acea040cb,889eabfb-3647-485f-b6e9-44f1bf30489c,0,eaa1ae76-6858-4bbd-8f8a-d8995fe5ec86,62273,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,d4d047f8-0fe1-4769-82a6-bd81369dd3cb,889eabfb-3647-485f-b6e9-44f1bf30489c,0,483f24e6-f7ee-4219-bfa2-ddc6c5436184,62282,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,be4eab53-9613-43db-9690-b52a5340f350,889eabfb-3647-485f-b6e9-44f1bf30489c,0,c0afced1-0f3e-48db-a186-de63a3cf2863,62706,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,3beec521-3743-4f7a-bb2b-db884527adcf,889eabfb-3647-485f-b6e9-44f1bf30489c,4,5c341e5c-ee0f-4af3-a9c4-e20d011dda33,06-04-06,9d65fe92-c065-4292-8574-0138f3b6c6fb,,,Stufe 3,Stufe 3
3,fc1c975f-d827-4246-be4a-10ae6e564390,889eabfb-3647-485f-b6e9-44f1bf30489c,0,e2231dda-1bdf-46f2-a09a-e3c70a226ede,103508,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,4981ed98-b169-48eb-b5ab-70e59840c20f,889eabfb-3647-485f-b6e9-44f1bf30489c,0,d9632dcf-aab0-4fe4-8c9f-e96b5d53f9c4,100017,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,2c5a6fe4-42ab-4237-a0b7-6cd9f5cecb7e,889eabfb-3647-485f-b6e9-44f1bf30489c,0,b1bb9408-ce5d-4b8f-8464-e9ee23b08a8b,100012,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,e843f077-e69c-4c91-8930-6e7c787db3fc,889eabfb-3647-485f-b6e9-44f1bf30489c,0,befc7929-59d6-4d04-9af9-ea446dd8afe7,114305,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,e7b3e176-7205-42d6-9350-28d196aa69ac,889eabfb-3647-485f-b6e9-44f1bf30489c,0,911b6a3e-0ca8-45f9-a8c2-ebcfb54f6654,100038,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,be06474f-a4a1-4f61-b509-73d70e0df2a3,889eabfb-3647-485f-b6e9-44f1bf30489c,0,e5ee1683-f4eb-4706-8ab1-f964b9db9058,100013,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,af035828-d482-41f2-9085-06b43e9c2572,889eabfb-3647-485f-b6e9-44f1bf30489c,0,91d3c215-d81e-4165-a3c2-fc0fbad6f8a5,118506,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,0a075ed8-16ee-4302-ab50-9dcfa83a896c,85aafdce-e107-4164-932c-d01b87a96020,0,8e35db6a-0f3a-4ca4-a474-016481f56e4d,121362,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,7b6c1eff-4f01-4b4a-8ca7-eb626827873d,85aafdce-e107-4164-932c-d01b87a96020,0,af9314fb-31b8-4a1e-9c71-03ad114863dc,114945,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,25271c20-8c3d-4c3e-a4e1-622b8fe40fde,85aafdce-e107-4164-932c-d01b87a96020,0,1f2bd60f-520f-4ba9-bbff-04005d51ffa1,105006,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,0308b273-d521-4770-b558-d9120b5f2b81,85aafdce-e107-4164-932c-d01b87a96020,0,9e854aae-402b-4a67-9d0a-08d9a10ab14d,114983,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,eb6bbf6f-761c-4424-8155-5aa88be5e3c8,85aafdce-e107-4164-932c-d01b87a96020,0,e736f37b-700c-4060-8000-0cb39a496cb2,115203,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,b9359f39-a00f-42b0-8bf5-873efdd472b9,85aafdce-e107-4164-932c-d01b87a96020,0,14e468f2-c4f0-4639-a14d-0e0f48f55d43,103568,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,98e52ea9-cbce-4031-896d-015ed5db2fbe,85aafdce-e107-4164-932c-d01b87a96020,0,f04d65c4-9b98-46ca-bd75-0f172f1dda12,121363,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,454be453-3853-4961-9187-32eef178bd0c,85aafdce-e107-4164-932c-d01b87a96020,0,76b01dfd-aefd-44bc-b250-1370a0bae8af,62696,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,effdacd8-52e5-4aa2-be7a-b2a71bd8ad13,85aafdce-e107-4164-932c-d01b87a96020,0,aa654d50-8161-4cb6-b358-13f88c4b125b,118975,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,b7c6a592-a18d-4c7a-87de-eee0bb5bde79,85aafdce-e107-4164-932c-d01b87a96020,0,87d5763a-10ce-4535-bfdb-1630778a00e6,74306,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,a585c2cd-29cd-425a-96bf-15120ab200b7,85aafdce-e107-4164-932c-d01b87a96020,0,4a6418a2-18ec-4ee5-ac7e-16ed751a8e8a,121365,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,844469a4-0036-4dbd-9f89-039d97b76718,85aafdce-e107-4164-932c-d01b87a96020,0,0e7e2849-ed01-4ef8-9a21-1ca6dbe6aa0c,62045,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,88574508-41da-438f-9fd1-87b58e48b6fb,85aafdce-e107-4164-932c-d01b87a96020,0,2ac9708d-3639-4564-81ad-1e7a0e3c83f8,62356,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,4e47bc75-8283-47e6-86ac-9d15e390250d,85aafdce-e107-4164-932c-d01b87a96020,0,c518de54-3042-47c0-bb5c-2023ea84b1f4,115210,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,c6590646-a540-4d3a-9635-6df2395e9589,85aafdce-e107-4164-932c-d01b87a96020,0,066ba20a-028f-47c9-80ae-25cfb4e6a420,62587,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,82cb4105-2075-4516-bdc9-2b5c043819c1,85aafdce-e107-4164-932c-d01b87a96020,0,02833617-c224-4fe2-af74-2ddd0da0cd34,103567,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,3c7d94d6-3030-4e89-86c2-756784012879,85aafdce-e107-4164-932c-d01b87a96020,0,26358019-f922-4f27-904a-3632d0abcbbc,105003,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,6c23d6bf-7a2c-4102-80c9-17d69e04bee0,85aafdce-e107-4164-932c-d01b87a96020,0,10c7cb6b-eac8-4eff-b3b5-3e0cf8aade1c,115300,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,fdb07a0c-2911-42b9-817a-2980469c4b0b,85aafdce-e107-4164-932c-d01b87a96020,0,e55d0552-8e39-4e76-902c-42a48e758b82,116869,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,2eb0afa8-155f-48e6-a8f2-a604bbf48fe7,85aafdce-e107-4164-932c-d01b87a96020,0,3468089b-e2da-4252-b0b1-449065fd3f48,62576,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,423f50d9-0ef7-4ec0-b257-f22c5b088b37,85aafdce-e107-4164-932c-d01b87a96020,0,2c5a2af3-e2fa-45c9-8f1e-50a6b2d7de8f,115206,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,dd94a02a-7421-4d01-9288-30092a5456e4,85aafdce-e107-4164-932c-d01b87a96020,0,a065d76f-c287-42e2-99ed-52798c186966,115303,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,0b99d689-a1ae-4ad9-b0b2-e059a4b45bc1,85aafdce-e107-4164-932c-d01b87a96020,0,77fa7932-4f9f-4d62-b724-541dbff99ad8,116379,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,eecf461b-7f6a-446c-b3fb-6a97ed5ca931,85aafdce-e107-4164-932c-d01b87a96020,0,be9829eb-059b-40cd-8761-59263930ef7a,115130,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,f6b0beb5-9f6b-43b7-a844-989808d6cb42,85aafdce-e107-4164-932c-d01b87a96020,0,2ab1dace-e5aa-4a6d-a232-5c1543f65c2c,116803,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,dac02a70-63e6-467d-8b89-eda1a8c4d082,85aafdce-e107-4164-932c-d01b87a96020,0,4695e8a3-058e-4fdd-b846-6555b2434c48,115305,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,4cd85eb1-7a67-4908-9dfc-06935d258ae6,85aafdce-e107-4164-932c-d01b87a96020,0,8ef07291-e8dd-4644-adef-6a2a209baeb3,103565,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,861c90b6-85be-4027-bdf2-8bd4a6c67339,85aafdce-e107-4164-932c-d01b87a96020,0,fdff4b39-6ffb-423a-a8e5-6e5693e85ea7,115710,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,9b244446-10e7-441d-b76c-29a3d78bad0e,85aafdce-e107-4164-932c-d01b87a96020,0,3465ec8c-2ade-47e2-b788-7025897ff116,118270,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,be2b56fe-4cdb-4f70-9db1-4310e34effff,85aafdce-e107-4164-932c-d01b87a96020,0,75088a4f-df5c-47da-9626-7157475241ad,74789,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,d400c267-de97-4bd7-b315-2628f815347e,85aafdce-e107-4164-932c-d01b87a96020,0,e63fd7f0-6023-4e5f-a0d4-72966780dacb,121360,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,79917cfe-bce9-4509-8f81-08c1e7397177,85aafdce-e107-4164-932c-d01b87a96020,0,3dbf7590-4e53-48d2-aa51-77589e04dfd1,115211,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,d1e234ee-498a-44bc-90a7-c21ef63aa1e3,85aafdce-e107-4164-932c-d01b87a96020,0,458f1b4e-2246-45c5-8f0e-7c1faa115861,105004,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,93adcada-ee91-4d65-96d6-1966a663bde2,85aafdce-e107-4164-932c-d01b87a96020,0,a614e3c6-17de-409b-95a4-83ee61ccdf59,62593,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,13a79c8e-33ec-4b12-903d-2f797938ebaf,85aafdce-e107-4164-932c-d01b87a96020,0,c7b15685-dabd-4976-8ef5-86517a5a79a0,117964,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,512edb4a-4d80-4c40-9651-1e9ef0e0f0d3,85aafdce-e107-4164-932c-d01b87a96020,0,578ae01b-34a3-4890-81d5-99a2ca59930e,118279,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,3ca11900-48f1-4517-8771-e33b99094bc3,85aafdce-e107-4164-932c-d01b87a96020,0,032dd03b-c3a1-47ab-acf0-9ab65562201b,115212,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,ceab80b4-9193-46c3-8e95-c6000b68f93a,85aafdce-e107-4164-932c-d01b87a96020,0,aebc5567-828c-40ac-84f5-9b9cda41987c,116381,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,6f808c28-8056-472a-98bc-8a825be4ca62,85aafdce-e107-4164-932c-d01b87a96020,0,379b7e71-d545-4885-9b62-9e0918fad8a6,115214,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,04994b26-c427-4d54-8fce-83ce0dfb650e,85aafdce-e107-4164-932c-d01b87a96020,0,673669aa-2153-4892-af13-ac1fcc9cde79,121359,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,2639fb9e-129b-4d37-9dca-07d347c9956d,85aafdce-e107-4164-932c-d01b87a96020,0,5dd51231-5f01-40e8-b31a-b00aa4d2d094,118976,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,c86dba69-1170-4370-8394-d640a0f5346a,85aafdce-e107-4164-932c-d01b87a96020,0,675663bb-984c-4036-af6d-b0bcb766355e,115201,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,cf6db4aa-a9db-4951-8816-17e6682b0667,85aafdce-e107-4164-932c-d01b87a96020,0,64c43ac1-5b7c-4705-a05e-b22ddd47867b,118258,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,e72eecc6-35b4-4efd-885f-95363035ff6b,85aafdce-e107-4164-932c-d01b87a96020,0,560213ef-c927-4f3e-8cd1-b36f0a7f8472,115202,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,693519c4-b652-405a-a957-6703d40cdcb3,85aafdce-e107-4164-932c-d01b87a96020,0,ff00326f-1310-4814-bbc7-bc327d3a5cae,118211,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,7b24bcf6-d22a-4d60-941a-7cefbca34f46,85aafdce-e107-4164-932c-d01b87a96020,0,c2ff578f-7bde-446e-8572-bf9a6e20a0c2,115209,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,a0f531c1-89d3-44f4-938b-4d570530905f,85aafdce-e107-4164-932c-d01b87a96020,0,48d95b7f-a5df-48b0-9641-bfdb51991ae3,62511,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
3,2b1b3204-0539-41e0-91de-f1e2632537a2,85aafdce-e107-4164-932c-d01b87a96020,0,2d647074-b58c-4562-8f1a-c0781f065faf,121361,5c8d3fa7-abe7-49bf-83e4-c8de1dfd5ed9,,,Artikel,Artikel
